English,Translation
"Will you show me your passport, please?",অনুগ্রহ করে আপনার পাসপোর্টটি দেখাবেন?
Would you like to come fishing with us?,আপনি কি আমাদের সাথে মাছ ধরতে যাবেন?
Would you like to come fishing with us?,আপনারা কি আমাদের সাথে মাছ ধরতে যাবেন?
Would you like to come fishing with us?,তুমি কি আমাদের সাথে মাছ ধরতে যাবে?
Would you like to come fishing with us?,তোমরা কি আমাদের সাথে মাছ ধরতে যাবে?
You don't know how hard it was for Tom.,আপনি জানেন না এটা টমের জন্য কতটা কঠিন ছিল।
You won’t believe what happened next.,এরপর যা ঘটল তা আপনি বিশ্বাস করবেন না।
Are you sure the person you saw was Tom?,আপনি যে লোককে দেখেছেন সেটা যে টম সেই ব্যাপারে আপনি নিশ্চিত?
Aren't Tom and Mary both from Australia?,টম এবং মেরি দুজনেই কি অস্ট্রেলিয়ার নয়?
Aren't both Tom and Mary from Australia?,টম এবং মেরি দুজনেই কি অস্ট্রেলিয়ার নয়?
Bacteria are invisible to the naked eye.,ব্যাকটেরিয়া খালি চোখে দেখা যায় না।
Bauxite is the main source of aluminium.,বক্সাইট হলো অ্যালুমিনিয়ামের প্রধান উৎস।
Bauxite is the main source of aluminium.,অ্যালুমিনিয়ামের প্রধান উৎস হলো বক্সাইট।
Can you translate English into Japanese?,আপনি কি ইংরেজি থেকে জাপানি ভাষায় অনুবাদ করতে পারেন?
Do you really think Tom is disorganized?,আপনি কি সত্যিই টমকে অগোছালো মনে করেন?
Do you think that you're better than me?,তুমি কি মনে করো তুমি আমার চেয়ে ভালো?
Eisenhower was elected in November 1952.,আইজেনহাওয়ার ১৯৫২ সালের নভেম্বরে নির্বাচিত হন।
Have you ever heard Tom speaking French?,আপনি কি কখনো টমকে ফরাসিতে কথা বলতে শুনেছেন?
Have you ever heard Tom speaking French?,তুমি কি কখনো টমকে ফরাসিতে কথা বলতে শুনেছো?
